,parti,abstention,contre,pour,vote_uid
4,Parti communiste français,0.0,3.0,0.0,VTANR5L15V2042
5,Parti progressiste martiniquais,0.0,1.0,0.0,VTANR5L15V2042
6,Parti radical de gauche,1.0,1.0,0.0,VTANR5L15V2042
7,Parti socialiste,0.0,4.0,0.0,VTANR5L15V2042
8,Régions et peuples solidaires,1.0,1.0,0.0,VTANR5L15V2042
9,"Union des démocrates, radicaux et libéraux",3.0,0.0,4.0,VTANR5L15V2042
0,Calédonie Ensemble,2.0,0.0,0.0,VTANR5L15V2739
1,Cap sur l'avenir,0.0,0.0,1.0,VTANR5L15V2739
2,Debout la France,1.0,2.0,0.0,VTANR5L15V2739
3,Europe Écologie Les Verts,1.0,0.0,0.0,VTANR5L15V2739
4,La France Insoumise,0.0,17.0,0.0,VTANR5L15V2739
5,La République en Marche,7.0,1.0,274.0,VTANR5L15V2739
6,Les Républicains,60.0,19.0,9.0,VTANR5L15V2739
7,Mouvement Démocrate,0.0,0.0,49.0,VTANR5L15V2739
8,Non déclaré(s),0.0,0.0,1.0,VTANR5L15V2739
9,Non rattaché,0.0,0.0,1.0,VTANR5L15V2739
10,Non rattachée,1.0,1.0,0.0,VTANR5L15V2739
11,Parti communiste français,0.0,13.0,0.0,VTANR5L15V2739
12,Parti progressiste martiniquais,3.0,0.0,0.0,VTANR5L15V2739
13,Parti radical de gauche,1.0,2.0,0.0,VTANR5L15V2739
14,Parti socialiste,4.0,18.0,0.0,VTANR5L15V2739
15,Rassemblement national,1.0,4.0,0.0,VTANR5L15V2739
16,Régions et peuples solidaires,2.0,6.0,1.0,VTANR5L15V2739
17,Tapura Huiraatira,1.0,0.0,0.0,VTANR5L15V2739
18,Tavini Huiraatira No Te Ao Maohi - Front de libération de Polynésie,0.0,1.0,0.0,VTANR5L15V2739
19,"Union des démocrates, radicaux et libéraux",8.0,5.0,5.0,VTANR5L15V2739
0,Cap sur l'avenir,0.0,1.0,0.0,VTANR5L15V423
1,La France Insoumise,0.0,0.0,4.0,VTANR5L15V423
2,La République en Marche,0.0,33.0,0.0,VTANR5L15V423
3,Les Républicains,0.0,7.0,0.0,VTANR5L15V423
4,Mouvement Démocrate,0.0,7.0,0.0,VTANR5L15V423
5,Parti communiste français,0.0,0.0,2.0,VTANR5L15V423
0,Calédonie Ensemble,0.0,2.0,0.0,VTANR5L15V2059
1,Cap sur l'avenir,0.0,0.0,1.0,VTANR5L15V2059
2,Debout la France,0.0,3.0,0.0,VTANR5L15V2059
3,Europe Écologie Les Verts,0.0,1.0,0.0,VTANR5L15V2059
4,La France Insoumise,0.0,17.0,0.0,VTANR5L15V2059
5,La République en Marche,49.0,9.0,212.0,VTANR5L15V2059
6,Les Républicains,5.0,81.0,0.0,VTANR5L15V2059
7,Mouvement Démocrate,12.0,3.0,30.0,VTANR5L15V2059
8,Non déclaré(s),1.0,0.0,0.0,VTANR5L15V2059
9,Non rattaché,0.0,1.0,0.0,VTANR5L15V2059
10,Non rattachée,0.0,2.0,0.0,VTANR5L15V2059
11,Parti communiste français,0.0,15.0,0.0,VTANR5L15V2059
12,Parti progressiste martiniquais,0.0,3.0,0.0,VTANR5L15V2059
13,Parti radical de gauche,0.0,3.0,0.0,VTANR5L15V2059
14,Parti socialiste,0.0,22.0,0.0,VTANR5L15V2059
15,Rassemblement national,0.0,5.0,0.0,VTANR5L15V2059
16,Régions et peuples solidaires,0.0,9.0,0.0,VTANR5L15V2059
17,Tapura Huiraatira,1.0,0.0,0.0,VTANR5L15V2059
18,Tavini Huiraatira No Te Ao Maohi - Front de libération de Polynésie,0.0,1.0,0.0,VTANR5L15V2059
19,"Union des démocrates, radicaux et libéraux",1.0,14.0,1.0,VTANR5L15V2059
0,La France Insoumise,0.0,0.0,12.0,VTANR5L15V8
1,La République en Marche,0.0,109.0,0.0,VTANR5L15V8
2,Les Républicains,0.0,4.0,0.0,VTANR5L15V8
3,Mouvement Démocrate,0.0,4.0,0.0,VTANR5L15V8
4,Parti communiste français,0.0,0.0,6.0,VTANR5L15V8
5,Parti socialiste,0.0,0.0,3.0,VTANR5L15V8
6,"Union des démocrates, radicaux et libéraux",0.0,1.0,0.0,VTANR5L15V8
0,La France Insoumise,0.0,2.0,0.0,VTANR5L15V327
1,La République en Marche,0.0,27.0,0.0,VTANR5L15V327
2,Les Républicains,0.0,0.0,13.0,VTANR5L15V327
3,Mouvement Démocrate,0.0,2.0,0.0,VTANR5L15V327
4,Non rattaché,0.0,1.0,0.0,VTANR5L15V327
5,Parti communiste français,3.0,0.0,0.0,VTANR5L15V327
6,Parti socialiste,0.0,3.0,0.0,VTANR5L15V327
0,La France Insoumise,0.0,2.0,0.0,VTANR5L15V1350
1,La République en Marche,0.0,0.0,37.0,VTANR5L15V1350
2,Les Républicains,2.0,0.0,0.0,VTANR5L15V1350
3,Mouvement Démocrate,0.0,0.0,3.0,VTANR5L15V1350
4,Parti progressiste martiniquais,1.0,0.0,0.0,VTANR5L15V1350
5,Parti socialiste,4.0,0.0,0.0,VTANR5L15V1350
6,"Union des démocrates, radicaux et libéraux",0.0,0.0,1.0,VTANR5L15V1350
0,Europe Écologie Les Verts,0.0,0.0,1.0,VTANR5L15V1153
1,La France Insoumise,0.0,0.0,7.0,VTANR5L15V1153
2,La République en Marche,3.0,32.0,2.0,VTANR5L15V1153
3,Les Républicains,0.0,3.0,0.0,VTANR5L15V1153
4,Mouvement Démocrate,0.0,3.0,0.0,VTANR5L15V1153
5,Parti communiste français,0.0,0.0,4.0,VTANR5L15V1153
6,Parti socialiste,0.0,0.0,5.0,VTANR5L15V1153
7,Régions et peuples solidaires,0.0,0.0,2.0,VTANR5L15V1153
8,"Union des démocrates, radicaux et libéraux",0.0,1.0,1.0,VTANR5L15V1153
0,La France Insoumise,0.0,0.0,11.0,VTANR5L15V48
1,La République en Marche,0.0,94.0,0.0,VTANR5L15V48
2,Les Républicains,0.0,5.0,0.0,VTANR5L15V48
3,Mouvement Démocrate,0.0,13.0,0.0,VTANR5L15V48
4,Parti communiste français,0.0,0.0,7.0,VTANR5L15V48
5,Parti socialiste,0.0,0.0,1.0,VTANR5L15V48
6,Rassemblement national,0.0,0.0,2.0,VTANR5L15V48
7,Régions et peuples solidaires,0.0,2.0,0.0,VTANR5L15V48
8,"Union des démocrates, radicaux et libéraux",0.0,3.0,0.0,VTANR5L15V48
0,La France Insoumise,0.0,3.0,0.0,VTANR5L15V3122
1,La République en Marche,0.0,0.0,61.0,VTANR5L15V3122
2,Les Républicains,13.0,0.0,0.0,VTANR5L15V3122
3,Mouvement Démocrate,0.0,0.0,6.0,VTANR5L15V3122
4,Parti communiste français,3.0,0.0,0.0,VTANR5L15V3122
5,Parti socialiste,0.0,0.0,4.0,VTANR5L15V3122
0,La République en Marche,0.0,33.0,0.0,VTANR5L15V2201
1,Les Républicains,0.0,0.0,11.0,VTANR5L15V2201
2,Mouvement Démocrate,0.0,0.0,2.0,VTANR5L15V2201
3,Parti communiste français,0.0,0.0,2.0,VTANR5L15V2201
4,Parti socialiste,0.0,0.0,3.0,VTANR5L15V2201
5,"Union des démocrates, radicaux et libéraux",0.0,0.0,1.0,VTANR5L15V2201
0,Europe Écologie Les Verts,0.0,0.0,1.0,VTANR5L15V3075
1,La France Insoumise,0.0,0.0,8.0,VTANR5L15V3075
2,La République en Marche,2.0,70.0,5.0,VTANR5L15V3075
3,Les Républicains,0.0,3.0,0.0,VTANR5L15V3075
4,Mouvement Démocrate,0.0,13.0,0.0,VTANR5L15V3075
5,Non rattaché,0.0,0.0,1.0,VTANR5L15V3075
6,Parti communiste français,0.0,0.0,6.0,VTANR5L15V3075
7,Parti socialiste,0.0,0.0,2.0,VTANR5L15V3075
8,Régions et peuples solidaires,0.0,0.0,1.0,VTANR5L15V3075
9,"Union des démocrates, radicaux et libéraux",0.0,1.0,0.0,VTANR5L15V3075
0,La France Insoumise,0.0,0.0,2.0,VTANR5L15V2813
1,La République en Marche,2.0,31.0,4.0,VTANR5L15V2813
2,Les Républicains,0.0,3.0,0.0,VTANR5L15V2813
3,Mouvement Démocrate,0.0,7.0,0.0,VTANR5L15V2813
0,La République en Marche,0.0,26.0,0.0,VTANR5L15V877
1,Les Républicains,0.0,0.0,2.0,VTANR5L15V877
2,Mouvement Démocrate,0.0,3.0,1.0,VTANR5L15V877
0,La France Insoumise,0.0,0.0,4.0,VTANR5L15V276
1,La République en Marche,0.0,45.0,0.0,VTANR5L15V276
2,Les Républicains,2.0,2.0,0.0,VTANR5L15V276
3,Mouvement Démocrate,0.0,6.0,0.0,VTANR5L15V276
4,Non rattachée,0.0,1.0,0.0,VTANR5L15V276
5,Parti communiste français,0.0,0.0,5.0,VTANR5L15V276
6,Parti socialiste,0.0,0.0,2.0,VTANR5L15V276
7,"Union des démocrates, radicaux et libéraux",0.0,1.0,0.0,VTANR5L15V276
0,La France Insoumise,0.0,0.0,2.0,VTANR5L15V2587
1,La République en Marche,0.0,52.0,0.0,VTANR5L15V2587
2,Les Républicains,6.0,0.0,3.0,VTANR5L15V2587
3,Mouvement Démocrate,0.0,11.0,0.0,VTANR5L15V2587
4,Parti communiste français,0.0,0.0,4.0,VTANR5L15V2587
5,Parti radical de gauche,2.0,0.0,0.0,VTANR5L15V2587
6,Parti socialiste,0.0,0.0,2.0,VTANR5L15V2587
7,Rassemblement national,1.0,0.0,0.0,VTANR5L15V2587
8,"Union des démocrates, radicaux et libéraux",1.0,0.0,0.0,VTANR5L15V2587
0,Cap sur l'avenir,0.0,1.0,0.0,VTANR5L15V3095
1,Debout la France,1.0,0.0,0.0,VTANR5L15V3095
2,La France Insoumise,0.0,0.0,6.0,VTANR5L15V3095
3,La République en Marche,0.0,222.0,2.0,VTANR5L15V3095
4,Les Républicains,1.0,0.0,58.0,VTANR5L15V3095
5,Mouvement Démocrate,2.0,40.0,0.0,VTANR5L15V3095
6,Non rattaché,0.0,0.0,1.0,VTANR5L15V3095
7,Non rattachée,0.0,1.0,0.0,VTANR5L15V3095
8,Parti communiste français,0.0,0.0,4.0,VTANR5L15V3095
9,Parti radical de gauche,0.0,0.0,2.0,VTANR5L15V3095
10,Parti socialiste,0.0,0.0,12.0,VTANR5L15V3095
11,Rassemblement national,2.0,0.0,0.0,VTANR5L15V3095
12,Régions et peuples solidaires,0.0,0.0,5.0,VTANR5L15V3095
13,Tapura Huiraatira,0.0,1.0,0.0,VTANR5L15V3095
14,"Union des démocrates, radicaux et libéraux",0.0,1.0,12.0,VTANR5L15V3095
0,La République en Marche,0.0,21.0,0.0,VTANR5L15V2926
1,Mouvement Démocrate,0.0,3.0,0.0,VTANR5L15V2926
0,La France Insoumise,0.0,0.0,2.0,VTANR5L15V1959
1,La République en Marche,0.0,29.0,0.0,VTANR5L15V1959
2,Les Républicains,4.0,4.0,0.0,VTANR5L15V1959
3,Mouvement Démocrate,0.0,2.0,0.0,VTANR5L15V1959
4,Non rattachée,0.0,1.0,0.0,VTANR5L15V1959
5,Parti communiste français,0.0,0.0,2.0,VTANR5L15V1959
6,Parti socialiste,0.0,0.0,4.0,VTANR5L15V1959
7,"Union des démocrates, radicaux et libéraux",0.0,1.0,0.0,VTANR5L15V1959
0,La République en Marche,0.0,26.0,0.0,VTANR5L15V2367
1,Mouvement Démocrate,0.0,2.0,0.0,VTANR5L15V2367
2,Parti communiste français,0.0,0.0,2.0,VTANR5L15V2367
3,Parti progressiste martiniquais,0.0,0.0,2.0,VTANR5L15V2367
4,Parti socialiste,0.0,0.0,4.0,VTANR5L15V2367
0,La France Insoumise,6.0,0.0,0.0,VTANR5L15V569
1,La République en Marche,2.0,78.0,0.0,VTANR5L15V569
2,Les Républicains,0.0,0.0,23.0,VTANR5L15V569
3,Mouvement Démocrate,0.0,9.0,0.0,VTANR5L15V569
4,Parti communiste français,0.0,2.0,0.0,VTANR5L15V569
5,Parti radical de gauche,0.0,2.0,0.0,VTANR5L15V569
6,Parti socialiste,0.0,4.0,0.0,VTANR5L15V569
7,Rassemblement national,0.0,0.0,5.0,VTANR5L15V569
8,Régions et peuples solidaires,0.0,1.0,0.0,VTANR5L15V569
9,"Union des démocrates, radicaux et libéraux",0.0,1.0,3.0,VTANR5L15V569
0,La France Insoumise,6.0,0.0,0.0,VTANR5L15V570
1,La République en Marche,4.0,75.0,0.0,VTANR5L15V570
2,Les Républicains,0.0,0.0,24.0,VTANR5L15V570
3,Mouvement Démocrate,0.0,9.0,0.0,VTANR5L15V570
4,Parti communiste français,0.0,2.0,0.0,VTANR5L15V570
5,Parti radical de gauche,0.0,2.0,0.0,VTANR5L15V570
6,Parti socialiste,0.0,6.0,0.0,VTANR5L15V570
7,Rassemblement national,0.0,0.0,5.0,VTANR5L15V570
8,Régions et peuples solidaires,0.0,1.0,0.0,VTANR5L15V570
9,"Union des démocrates, radicaux et libéraux",0.0,1.0,3.0,VTANR5L15V570
0,La République en Marche,0.0,36.0,0.0,VTANR5L15V805
1,Les Républicains,0.0,0.0,4.0,VTANR5L15V805
2,Mouvement Démocrate,0.0,3.0,0.0,VTANR5L15V805
0,Cap sur l'avenir,0.0,0.0,1.0,VTANR5L15V92
1,Debout la France,0.0,0.0,1.0,VTANR5L15V92
2,Europe Écologie Les Verts,1.0,0.0,0.0,VTANR5L15V92
3,La France Insoumise,0.0,8.0,0.0,VTANR5L15V92
4,La République en Marche,2.0,78.0,2.0,VTANR5L15V92
5,Les Républicains,0.0,0.0,24.0,VTANR5L15V92
6,Mouvement Démocrate,0.0,12.0,1.0,VTANR5L15V92
7,Non rattaché,0.0,1.0,0.0,VTANR5L15V92
8,Parti communiste français,5.0,0.0,0.0,VTANR5L15V92
9,Parti socialiste,6.0,0.0,0.0,VTANR5L15V92
10,Rassemblement national,0.0,0.0,2.0,VTANR5L15V92
11,Régions et peuples solidaires,0.0,1.0,0.0,VTANR5L15V92
12,Tapura Huiraatira,0.0,0.0,1.0,VTANR5L15V92
13,"Union des démocrates, radicaux et libéraux",0.0,0.0,7.0,VTANR5L15V92
0,La République en Marche,0.0,33.0,0.0,VTANR5L15V1293
1,Les Républicains,4.0,0.0,0.0,VTANR5L15V1293
2,Mouvement Démocrate,2.0,1.0,0.0,VTANR5L15V1293
3,Non rattachée,0.0,1.0,0.0,VTANR5L15V1293
4,Parti communiste français,0.0,0.0,2.0,VTANR5L15V1293
5,Parti socialiste,0.0,0.0,3.0,VTANR5L15V1293
6,"Union des démocrates, radicaux et libéraux",1.0,0.0,0.0,VTANR5L15V1293
0,La République en Marche,5.0,67.0,0.0,VTANR5L15V3172
1,Les Républicains,0.0,12.0,3.0,VTANR5L15V3172
2,Mouvement Démocrate,1.0,13.0,0.0,VTANR5L15V3172
3,Parti communiste français,0.0,0.0,3.0,VTANR5L15V3172
4,Parti socialiste,0.0,0.0,4.0,VTANR5L15V3172
5,Rassemblement national,1.0,0.0,0.0,VTANR5L15V3172
6,Régions et peuples solidaires,0.0,0.0,3.0,VTANR5L15V3172
7,Tapura Huiraatira,1.0,0.0,0.0,VTANR5L15V3172
8,"Union des démocrates, radicaux et libéraux",0.0,0.0,1.0,VTANR5L15V3172
0,Calédonie Ensemble,0.0,0.0,1.0,VTANR5L15V614
1,La France Insoumise,12.0,0.0,0.0,VTANR5L15V614
2,La République en Marche,2.0,59.0,0.0,VTANR5L15V614
3,Les Républicains,0.0,0.0,11.0,VTANR5L15V614
4,Mouvement Démocrate,0.0,8.0,1.0,VTANR5L15V614
5,Non rattachée,0.0,1.0,0.0,VTANR5L15V614
6,Parti radical de gauche,0.0,0.0,1.0,VTANR5L15V614
7,Parti socialiste,3.0,0.0,0.0,VTANR5L15V614
8,Rassemblement national,0.0,0.0,2.0,VTANR5L15V614
9,"Union des démocrates, radicaux et libéraux",0.0,0.0,1.0,VTANR5L15V614
0,Calédonie Ensemble,0.0,0.0,2.0,VTANR5L15V2762
1,Cap sur l'avenir,0.0,1.0,0.0,VTANR5L15V2762
2,Debout la France,1.0,0.0,2.0,VTANR5L15V2762
3,Europe Écologie Les Verts,0.0,0.0,1.0,VTANR5L15V2762
4,La France Insoumise,0.0,0.0,17.0,VTANR5L15V2762
5,La République en Marche,1.0,270.0,2.0,VTANR5L15V2762
6,Les Républicains,0.0,89.0,0.0,VTANR5L15V2762
7,Mouvement Démocrate,0.0,50.0,0.0,VTANR5L15V2762
8,Non déclaré(s),1.0,0.0,0.0,VTANR5L15V2762
9,Non rattachée,1.0,0.0,1.0,VTANR5L15V2762
10,Parti communiste français,0.0,0.0,15.0,VTANR5L15V2762
11,Parti progressiste martiniquais,0.0,0.0,3.0,VTANR5L15V2762
12,Parti radical de gauche,2.0,0.0,0.0,VTANR5L15V2762
13,Parti socialiste,1.0,0.0,21.0,VTANR5L15V2762
14,Rassemblement national,0.0,0.0,5.0,VTANR5L15V2762
15,Régions et peuples solidaires,3.0,0.0,6.0,VTANR5L15V2762
16,Tapura Huiraatira,1.0,0.0,0.0,VTANR5L15V2762
17,Tavini Huiraatira No Te Ao Maohi - Front de libération de Polynésie,0.0,0.0,1.0,VTANR5L15V2762
18,"Union des démocrates, radicaux et libéraux",15.0,2.0,1.0,VTANR5L15V2762
0,La France Insoumise,0.0,0.0,10.0,VTANR5L15V63
1,La République en Marche,0.0,160.0,2.0,VTANR5L15V63
2,Les Républicains,1.0,31.0,0.0,VTANR5L15V63
3,Mouvement Démocrate,0.0,30.0,0.0,VTANR5L15V63
4,Non rattaché,0.0,1.0,0.0,VTANR5L15V63
5,Non rattachée,0.0,1.0,0.0,VTANR5L15V63
6,Parti communiste français,0.0,0.0,7.0,VTANR5L15V63
7,Parti socialiste,2.0,2.0,0.0,VTANR5L15V63
8,Rassemblement national,0.0,2.0,0.0,VTANR5L15V63
9,Régions et peuples solidaires,0.0,4.0,0.0,VTANR5L15V63
10,"Union des démocrates, radicaux et libéraux",0.0,6.0,0.0,VTANR5L15V63
0,Cap sur l'avenir,0.0,1.0,0.0,VTANR5L15V1053
1,La France Insoumise,0.0,0.0,4.0,VTANR5L15V1053
2,La République en Marche,0.0,75.0,0.0,VTANR5L15V1053
3,Les Républicains,0.0,0.0,40.0,VTANR5L15V1053
4,Mouvement Démocrate,0.0,12.0,2.0,VTANR5L15V1053
5,Non rattaché,0.0,1.0,0.0,VTANR5L15V1053
6,Non rattachée,0.0,1.0,0.0,VTANR5L15V1053
7,Parti communiste français,0.0,0.0,5.0,VTANR5L15V1053
8,Parti progressiste martiniquais,0.0,0.0,2.0,VTANR5L15V1053
9,Parti radical de gauche,0.0,0.0,2.0,VTANR5L15V1053
10,Parti socialiste,0.0,0.0,8.0,VTANR5L15V1053
11,Rassemblement national,0.0,0.0,1.0,VTANR5L15V1053
12,Régions et peuples solidaires,0.0,1.0,2.0,VTANR5L15V1053
13,Tapura Huiraatira,0.0,0.0,1.0,VTANR5L15V1053
14,Tavini Huiraatira No Te Ao Maohi - Front de libération de Polynésie,0.0,0.0,1.0,VTANR5L15V1053
15,"Union des démocrates, radicaux et libéraux",0.0,1.0,1.0,VTANR5L15V1053
0,La République en Marche,0.0,16.0,0.0,VTANR5L15V2351
1,Parti socialiste,0.0,0.0,6.0,VTANR5L15V2351
0,La France Insoumise,0.0,4.0,0.0,VTANR5L15V335
1,La République en Marche,6.0,41.0,0.0,VTANR5L15V335
2,Les Républicains,0.0,0.0,9.0,VTANR5L15V335
3,Mouvement Démocrate,0.0,5.0,2.0,VTANR5L15V335
4,Non rattachée,0.0,1.0,0.0,VTANR5L15V335
5,Parti socialiste,3.0,0.0,0.0,VTANR5L15V335
0,La France Insoumise,0.0,0.0,4.0,VTANR5L15V2982
1,La République en Marche,0.0,36.0,0.0,VTANR5L15V2982
2,Les Républicains,0.0,0.0,11.0,VTANR5L15V2982
3,Mouvement Démocrate,0.0,10.0,0.0,VTANR5L15V2982
4,Parti communiste français,0.0,0.0,2.0,VTANR5L15V2982
5,Parti progressiste martiniquais,0.0,0.0,1.0,VTANR5L15V2982
6,Parti socialiste,0.0,0.0,2.0,VTANR5L15V2982
0,La France Insoumise,0.0,0.0,3.0,VTANR5L15V768
1,La République en Marche,5.0,43.0,2.0,VTANR5L15V768
2,Les Républicains,0.0,0.0,4.0,VTANR5L15V768
3,Mouvement Démocrate,0.0,4.0,0.0,VTANR5L15V768
4,Parti communiste français,0.0,0.0,2.0,VTANR5L15V768
5,Parti progressiste martiniquais,0.0,0.0,1.0,VTANR5L15V768
6,Parti radical de gauche,0.0,0.0,1.0,VTANR5L15V768
7,Parti socialiste,0.0,0.0,2.0,VTANR5L15V768
8,Rassemblement national,0.0,0.0,1.0,VTANR5L15V768
9,"Union des démocrates, radicaux et libéraux",0.0,0.0,1.0,VTANR5L15V768
0,La France Insoumise,0.0,0.0,2.0,VTANR5L15V3165
1,La République en Marche,3.0,51.0,6.0,VTANR5L15V3165
2,Les Républicains,0.0,0.0,10.0,VTANR5L15V3165
3,Mouvement Démocrate,1.0,2.0,6.0,VTANR5L15V3165
4,Parti communiste français,0.0,0.0,3.0,VTANR5L15V3165
5,Parti progressiste martiniquais,0.0,0.0,1.0,VTANR5L15V3165
6,Parti socialiste,0.0,0.0,6.0,VTANR5L15V3165
7,Rassemblement national,0.0,0.0,1.0,VTANR5L15V3165
8,Régions et peuples solidaires,0.0,0.0,2.0,VTANR5L15V3165
9,Tapura Huiraatira,0.0,0.0,1.0,VTANR5L15V3165
10,"Union des démocrates, radicaux et libéraux",0.0,0.0,1.0,VTANR5L15V3165
0,La France Insoumise,0.0,0.0,2.0,VTANR5L15V3146
1,La République en Marche,0.0,76.0,6.0,VTANR5L15V3146
2,Les Républicains,0.0,0.0,18.0,VTANR5L15V3146
3,Mouvement Démocrate,0.0,8.0,0.0,VTANR5L15V3146
4,Parti communiste français,0.0,0.0,2.0,VTANR5L15V3146
5,Parti progressiste martiniquais,0.0,0.0,1.0,VTANR5L15V3146
6,Parti socialiste,0.0,0.0,2.0,VTANR5L15V3146
7,Rassemblement national,0.0,0.0,1.0,VTANR5L15V3146
8,Régions et peuples solidaires,0.0,0.0,1.0,VTANR5L15V3146
9,"Union des démocrates, radicaux et libéraux",2.0,1.0,0.0,VTANR5L15V3146
0,La France Insoumise,0.0,0.0,2.0,VTANR5L15V962
1,La République en Marche,0.0,26.0,0.0,VTANR5L15V962
2,Les Républicains,0.0,2.0,0.0,VTANR5L15V962
3,Mouvement Démocrate,1.0,1.0,0.0,VTANR5L15V962
4,Parti communiste français,0.0,0.0,2.0,VTANR5L15V962
5,Tapura Huiraatira,1.0,0.0,0.0,VTANR5L15V962
6,"Union des démocrates, radicaux et libéraux",0.0,1.0,0.0,VTANR5L15V962
0,Cap sur l'avenir,0.0,0.0,1.0,VTANR5L15V2856
1,La France Insoumise,0.0,0.0,2.0,VTANR5L15V2856
2,La République en Marche,3.0,6.0,43.0,VTANR5L15V2856
3,Les Républicains,0.0,17.0,0.0,VTANR5L15V2856
4,Mouvement Démocrate,0.0,2.0,8.0,VTANR5L15V2856
5,Non rattachée,0.0,2.0,0.0,VTANR5L15V2856
6,Régions et peuples solidaires,0.0,1.0,0.0,VTANR5L15V2856
7,"Union des démocrates, radicaux et libéraux",0.0,2.0,0.0,VTANR5L15V2856
0,La France Insoumise,0.0,0.0,3.0,VTANR5L15V2584
1,La République en Marche,0.0,47.0,0.0,VTANR5L15V2584
2,Les Républicains,9.0,0.0,0.0,VTANR5L15V2584
3,Mouvement Démocrate,0.0,6.0,0.0,VTANR5L15V2584
4,Parti communiste français,0.0,0.0,4.0,VTANR5L15V2584
5,Parti socialiste,0.0,0.0,4.0,VTANR5L15V2584
6,Rassemblement national,1.0,0.0,0.0,VTANR5L15V2584
7,Tapura Huiraatira,1.0,0.0,0.0,VTANR5L15V2584
8,"Union des démocrates, radicaux et libéraux",2.0,0.0,0.0,VTANR5L15V2584
0,La République en Marche,0.0,28.0,0.0,VTANR5L15V892
1,Les Républicains,0.0,0.0,2.0,VTANR5L15V892
2,Mouvement Démocrate,0.0,2.0,1.0,VTANR5L15V892
0,La République en Marche,0.0,46.0,0.0,VTANR5L15V2863
1,Les Républicains,0.0,0.0,11.0,VTANR5L15V2863
2,Mouvement Démocrate,0.0,1.0,0.0,VTANR5L15V2863
3,Parti communiste français,0.0,0.0,2.0,VTANR5L15V2863
4,Parti socialiste,0.0,0.0,3.0,VTANR5L15V2863
5,Régions et peuples solidaires,0.0,0.0,3.0,VTANR5L15V2863
6,"Union des démocrates, radicaux et libéraux",2.0,0.0,0.0,VTANR5L15V2863
0,La France Insoumise,0.0,0.0,6.0,VTANR5L15V845
1,La République en Marche,0.0,30.0,0.0,VTANR5L15V845
2,Mouvement Démocrate,0.0,4.0,0.0,VTANR5L15V845
3,Parti socialiste,0.0,0.0,2.0,VTANR5L15V845
4,Rassemblement national,0.0,0.0,3.0,VTANR5L15V845
5,Régions et peuples solidaires,0.0,1.0,0.0,VTANR5L15V845
6,"Union des démocrates, radicaux et libéraux",0.0,1.0,0.0,VTANR5L15V845
0,Calédonie Ensemble,0.0,0.0,2.0,VTANR5L15V183
1,Debout la France,0.0,2.0,0.0,VTANR5L15V183
2,Europe Écologie Les Verts,0.0,1.0,0.0,VTANR5L15V183
3,La France Insoumise,0.0,16.0,0.0,VTANR5L15V183
4,La République en Marche,0.0,0.0,269.0,VTANR5L15V183
5,Les Républicains,1.0,82.0,0.0,VTANR5L15V183
6,Mouvement Démocrate,2.0,0.0,43.0,VTANR5L15V183
7,Non déclaré(s),0.0,0.0,1.0,VTANR5L15V183
8,Non rattaché,0.0,0.0,1.0,VTANR5L15V183
9,Non rattachée,0.0,0.0,2.0,VTANR5L15V183
10,Parti communiste français,0.0,13.0,0.0,VTANR5L15V183
11,Parti progressiste martiniquais,0.0,3.0,0.0,VTANR5L15V183
12,Parti radical de gauche,3.0,0.0,0.0,VTANR5L15V183
13,Parti socialiste,0.0,19.0,1.0,VTANR5L15V183
14,Rassemblement national,0.0,5.0,0.0,VTANR5L15V183
15,Régions et peuples solidaires,0.0,5.0,4.0,VTANR5L15V183
16,Tapura Huiraatira,0.0,0.0,1.0,VTANR5L15V183
17,Tavini Huiraatira No Te Ao Maohi - Front de libération de Polynésie,0.0,1.0,0.0,VTANR5L15V183
18,"Union des démocrates, radicaux et libéraux",11.0,3.0,2.0,VTANR5L15V183
0,La France Insoumise,0.0,0.0,2.0,VTANR5L15V1076
1,La République en Marche,4.0,58.0,11.0,VTANR5L15V1076
2,Les Républicains,0.0,0.0,12.0,VTANR5L15V1076
3,Mouvement Démocrate,0.0,2.0,8.0,VTANR5L15V1076
4,Non rattaché,0.0,1.0,0.0,VTANR5L15V1076
5,Parti communiste français,0.0,0.0,3.0,VTANR5L15V1076
6,Parti radical de gauche,0.0,0.0,2.0,VTANR5L15V1076
7,Parti socialiste,0.0,0.0,4.0,VTANR5L15V1076
8,Rassemblement national,0.0,0.0,1.0,VTANR5L15V1076
9,Régions et peuples solidaires,0.0,0.0,4.0,VTANR5L15V1076
10,"Union des démocrates, radicaux et libéraux",0.0,0.0,6.0,VTANR5L15V1076
0,La France Insoumise,0.0,0.0,5.0,VTANR5L15V237
1,La République en Marche,0.0,50.0,1.0,VTANR5L15V237
2,Les Républicains,0.0,0.0,4.0,VTANR5L15V237
3,Mouvement Démocrate,0.0,0.0,5.0,VTANR5L15V237
4,Non rattaché,0.0,0.0,1.0,VTANR5L15V237
5,"Union des démocrates, radicaux et libéraux",0.0,0.0,1.0,VTANR5L15V237
0,La République en Marche,0.0,29.0,0.0,VTANR5L15V1872
1,Les Républicains,0.0,7.0,0.0,VTANR5L15V1872
2,Mouvement Démocrate,0.0,3.0,0.0,VTANR5L15V1872
3,Non rattachée,0.0,1.0,0.0,VTANR5L15V1872
4,Parti socialiste,0.0,0.0,2.0,VTANR5L15V1872
